#{"t_start": 1762704241.0969076, "env_id": "None"}
r,l,t
1589.3977,1045,14513.498432
2944.0,2000,14514.120709
1588.6929,1184,14515.373564
1997.4567,1205,14515.432651
1977.8401,1311,14516.062023
1336.6836,829,14578.933249
2176.198,1287,14579.611182
2152.6714,1352,14579.895941
1558.2192,1021,14580.576288
2763.5,2000,14580.775737
1192.9846,713,14581.528703
1590.8718,1001,14581.589303
1584.6989,1067,14581.743663
2438.8438,1553,14681.213068
3005.3481,1649,14681.373017
1781.7231,1315,14681.505074
1596.1377,1284,14681.784775
2156.7742,1291,14682.471021
1605.9154,1151,14683.168357
1583.8228,1073,14742.904675
1982.3552,1419,14743.731017
2154.9883,1502,14744.963272
1573.3685,1023,14745.014902
1596.742,1186,14745.209569
2734.7468,1527,14802.853837
2154.8809,1434,14803.997929
1605.7545,1064,14804.004766
2709.4207,1563,14804.674788
2323.0417,1769,14805.424782
2498.1929,2000,14862.260971
1601.7844,1413,14862.64528
1990.3868,1295,14880.982131
2360.5425,1432,14881.453966
1572.5598,1015,14882.388846
2167.9407,1754,14882.751408
1969.7856,1217,14941.191496
2400.5305,1512,14941.270692
2475.0,2000,14942.433128
2413.5916,1708,14943.383399
2002.3291,1213,14944.272789
1609.1853,1227,14997.802664
2743.106,1545,14998.25231
2001.4102,1175,14999.164038
1989.3262,1147,14999.530339
2233.7969,2000,14999.576684
1603.458,921,14999.643708
1973.4504,1301,14999.681748
2743.0002,2000,15093.758768
2129.1897,1931,15094.727367
2030.5284,1678,15094.862089
2010.335,1281,15147.13744
1988.3899,1253,15147.730531
1984.7067,2000,15148.775145
2768.2954,1696,15149.159647
1570.9144,2000,15150.025776
2682.0015,2000,15208.033891
2327.5974,1466,15208.058295
2005.6311,1269,15208.45033
1967.1327,1349,15208.961236
2227.8005,1670,15210.035395
1978.3643,1160,15210.824591
2122.9119,1615,15210.918645
1614.0504,1215,15271.843802
2162.9255,1790,15271.998951
2001.6467,1227,15272.05471
1762.6064,2000,15301.24818
1643.6534,987,15303.200457
1978.1788,1281,15357.114554
1755.6075,1119,15357.16177
1604.6831,1399,15358.405953
2423.5337,1710,15358.677247
1983.8285,1205,15360.018021
2599.8994,1823,15360.236823
1997.299,1597,15419.640031
2152.8306,1541,15419.654928
2180.973,1484,15419.750869
2185.0571,1372,15420.835699
1999.5,1219,15421.167699
2198.9443,1373,15422.166726
2690.1975,1711,15483.238478
1747.0192,1318,15514.330192
1996.8219,1205,15514.360618
1221.9241,763,15514.768069
2155.7944,1780,15514.89469
1985.3406,1311,15515.190003
2752.2258,1727,15515.483145
1589.248,993,15515.828291
1621.4352,949,15516.281211
2158.9333,1405,15588.572035
1981.2338,1173,15589.449847
1972.6263,1353,15589.766603
1645.8466,1025,15589.773349
2416.8306,1671,15590.86134
1571.7723,1294,15591.450353
1592.0338,1063,15649.832102
1574.0315,1231,15649.946452
1592.9015,1236,15652.962558
1584.8002,1153,15703.41925
2163.7468,1290,15703.75762
1977.6587,1343,15703.793492
2575.2305,1472,15735.089964
2099.2786,1497,15735.551031
1624.3395,1249,15735.671052
2174.6042,1447,15735.796188
1994.3464,1127,15800.37111
2342.0742,1501,15801.490122
2407.7659,1559,15801.617229
2763.2407,1669,15802.700312
4356.0,2000,15803.090319
2001.805,1445,15861.323886
2573.23,1668,15861.583288
1628.9236,1189,15862.271502
2408.2507,1734,15863.349589
2138.6433,1315,15863.610132
2164.6428,1401,15864.579252
1987.385,1157,15864.763887
2441.557,1526,15928.70249
2147.5715,1298,15960.720835
1717.7544,1114,16011.997207
1973.7346,1727,16012.043567
1610.1362,1052,16012.242692
2196.973,1474,16013.115464
2000.9073,2000,16013.288043
1971.5822,1251,16013.426121
2176.0,1539,16013.502529
2765.0,2000,16013.828756
1570.3832,1204,16015.17119
2180.184,1663,16082.050174
2013.4667,1269,16083.446985
2423.8416,1664,16083.806649
1598.3059,935,16083.92989
1218.6646,695,16084.840902
1216.2772,715,16085.176526
1225.7771,723,16085.176607
1580.1322,1009,16148.897777
1606.6179,911,16149.070713
2465.215,1555,16149.103366
2243.439,1676,16149.110474
1596.4305,1083,16149.274847
1980.4386,1157,16149.782808
2305.3433,1912,16149.869817
813.39557,491,16149.954604
1628.3899,1037,16248.254557
2599.7783,1567,16248.522499
1615.805,931,16248.792394
2007.3059,1273,16298.566784
1956.1486,1161,16298.977439
2432.194,1667,16299.572564
2046.0996,1289,16299.592947
1585.3728,1235,16300.415808
1594.8481,1225,16300.524995
1993.9126,1237,16300.60789
1982.2886,1227,16301.231046
2381.0957,2000,16301.473279
2346.791,1454,16302.251263
1967.0916,1414,16370.76642
2734.003,1794,16401.778845
1999.3406,1215,16402.924116
1605.9407,989,16452.933056
2718.3965,2000,16453.118225
1600.8038,933,16453.556216
1606.5934,1117,16453.844165
2027.8713,1233,16454.0859
1806.0725,1341,16454.421127
2411.0,1532,16454.55297
2435.8213,1651,16454.822369
1964.2539,1347,16520.006519
1581.1416,1252,16520.167364
1995.6842,1261,16706.639809
1966.1731,1389,16707.44609
2181.2449,1655,16708.43203
2183.3076,1600,16710.479954
1556.4385,1003,16710.580393
1594.8002,1359,16778.436265
1582.0496,971,16778.779686
1997.9126,1231,16811.197541
2010.528,1329,16811.566769
2163.8367,1378,16811.750571
1556.6178,1153,16867.306592
1627.7214,1193,16867.313622
1989.3464,1253,16867.577163
1603.1266,978,16869.699422
2169.8813,1424,16870.723613
2004.1638,1101,16923.789682
1991.421,1331,16924.114819
2888.7002,2000,16925.216051
1959.4012,1273,16925.398857
1624.4653,1168,16926.398304
1589.4991,1132,16926.477754
3055.0,2000,16987.836574
1965.4987,1215,16989.326168
1622.0773,1249,16989.999177
3206.0,2000,16990.407543
1993.9493,1185,17081.282914
1689.649,1145,17082.690453
2159.7393,1717,17082.88372
2163.7595,1248,17083.129065
2770.635,1878,17083.709014
1609.4504,983,17083.83587
1988.3608,1105,17083.91022
2905.0,2000,17084.494534
1953.2106,1319,17084.600908
1874.0188,1222,17084.805002
2747.0,2000,17085.039196
2010.416,1159,17173.725899
2114.4038,1843,17226.448623
2266.7583,1490,17227.374537
2014.9747,1263,17227.532165
2438.685,1548,17228.227405
1590.8959,1011,17228.998218
2438.0627,1780,17261.453364
2048.8618,1310,17261.753382
1949.167,1347,17331.239873
1964.3123,1375,17332.770566
2142.5461,1592,17332.902735
2002.4363,1157,17333.597644
2211.0525,1573,17333.858216
2085.9587,1611,17334.284021
2662.8518,1695,17402.400743
1609.3696,925,17402.418463
1203.0114,749,17402.678805
1612.481,956,17403.788586
2241.0933,2000,17404.273468
2010.3464,1081,17404.694193
2501.9023,2000,17405.297221
2004.8582,1081,17474.614649
1587.7916,1014,17474.897765
1631.1465,1111,17510.733503
2115.898,1555,17511.046693
1603.4156,963,17511.160393
2217.014,1683,17570.755996
1618.3262,883,17571.380271
2165.9753,1476,17572.451518
3467.0,1977,17573.061583
2716.3088,1768,17574.009775
1992.54,1149,17574.256265
2434.0,2000,17574.379539
2737.9458,1719,17641.311246
2009.3958,1063,17642.316534
2763.304,1793,17643.23306
3028.0,2000,17643.690775
1589.0428,945,17701.267205
1992.4102,1223,17702.331872
1611.3059,865,17702.363385
1628.0,1130,17702.374452
1806.9066,2000,17702.395087
2161.543,1364,17703.388251
2003.5,1139,17704.202688
2008.2195,1073,17738.615739
2431.1528,1778,17738.635012
1989.5934,1131,17813.437952
2132.4707,1401,17816.036526
1596.3899,893,17816.075462
2418.7021,2000,17816.977947
2003.0,1127,17874.338376
2008.4567,1325,17875.120298
2151.7776,1551,17876.001228
1971.3262,1235,17876.453472
1995.3464,1117,17876.453543
2006.5485,1173,17876.939247
1592.5756,943,17878.465106
1575.6438,1034,17949.329866
1969.7003,1255,17949.419669
1983.108,1211,17950.847852
2168.158,1903,18023.794266
1955.1467,1279,18024.322602
1992.2539,1187,18024.406969
2452.789,2000,18024.616558
1601.4736,951,18024.76161
2012.9747,1185,18025.11481
3496.6978,2000,18026.472078
2000.6797,1273,18026.730816
2437.8213,1604,18027.27498
1589.2146,1185,18027.353196
1985.385,1233,18105.819934
1997.9126,1223,18107.334252
2000.1266,1203,18108.792055
2029.4348,1436,18109.500991
1612.9122,1099,18170.125075
2228.5015,2000,18170.543311
2006.9241,1113,18171.003935
1714.4672,1230,18171.582471
1595.1062,957,18171.769582
1991.4386,1251,18171.924555
2234.0,2000,18172.629143
1991.335,1153,18173.033714
1973.7463,1217,18280.034814
1971.4071,1261,18281.210098
1984.385,1237,18282.001507
1563.7738,989,18282.670164
2482.117,1832,18282.81751
2014.4012,1105,18284.437089
2000.5033,2000,18351.202301
2745.0972,1571,18352.866121
1707.2767,1167,18353.662371
1999.0,1163,18354.434022
1978.6467,1181,18412.338827
2012.528,1121,18414.584497
2178.0176,1521,18414.752002
2434.8992,1419,18415.224826
1848.9506,1124,18415.272524
2464.8027,1791,18511.905353
2018.4102,1151,18512.56759
2058.0,2000,18512.598996
2115.5251,1257,18513.017776
2379.9019,2000,18513.673305
2002.3955,1117,18514.826685
2232.3013,2000,18515.051845
2021.0,1107,18515.524937
2346.0017,2000,18589.837869
2157.0972,1464,18590.295504
1343.0029,2000,18591.36559
1971.3158,1219,18646.681967
1576.5801,1046,18648.391935
2010.3494,1119,18648.569274
2099.1052,1621,18649.911059
2447.2776,1869,18649.959589
2417.3887,1591,18650.331777
1616.9218,1270,18713.238029
1995.416,1149,18745.817003
2008.3752,1215,18746.144844
2408.1492,1828,18746.955305
2119.822,1623,18747.555986
1967.2048,1265,18748.324723
3184.9912,2000,18815.289552
2329.4785,1834,18817.509813
2176.3723,1543,18817.619667
2194.0247,1688,18817.812314
1595.8835,1254,18819.323898
1976.5934,1217,18882.970966
1572.452,1110,18883.25571
1987.2075,1311,18884.688327
2739.7896,1825,18884.887753
1970.0922,1275,18885.030443
2002.3667,1167,18885.556772
2021.3868,1125,18885.949095
2419.8213,1808,18957.836651
2444.9873,1780,18991.99634
2001.9747,1121,18993.917874
2000.7675,1121,18994.214895
2343.294,2000,18994.369189
2418.6482,1845,18995.049522
1617.3958,915,19058.161704
2180.7493,1415,19059.465706
1708.5856,1179,19060.409747
2409.882,1793,19060.814795
2012.4386,1113,19061.850115
1972.4102,1173,19062.217596
1991.355,1155,19062.393716
1978.2858,1177,19130.173062
2186.9583,1715,19130.61296
2089.3154,1323,19132.294039
1992.9747,1063,19133.123301
1978.8401,1151,19191.449786
1996.1451,1169,19191.74467
2274.752,1511,19227.965479
1982.3958,1225,19229.198039
2463.8074,2000,19230.52609
2000.3696,1179,19231.669421
1988.3899,1149,19298.431581
1995.4912,1209,19298.616186
2409.8992,1678,19298.998842
1979.2135,1193,19299.017827
1990.2655,1189,19300.042723
1970.1788,1261,19301.020357
2737.1045,1903,19366.578249
3426.0,2000,19366.588314
1601.4305,927,19368.658386
1991.2335,1175,19368.812056
1984.2048,1089,19369.143381
1566.1578,949,19431.907865
2454.2734,1548,19451.071309
2995.8071,1865,19451.089056
2438.8813,1817,19451.483589
1977.6268,1261,19453.157564
1999.3811,1075,19453.647102
1583.5687,1335,19453.771718
1562.5074,2000,19454.148568
2121.844,1451,19454.236033
2997.0,2000,19526.09783
1988.3667,1377,19526.874429
1564.1843,1123,19527.880858
1997.3667,1073,19530.055592
1986.3552,1149,19595.154808
1992.386,1131,19596.741942
1982.3088,1039,19597.188668
2001.4872,1093,19597.893757
1612.9126,847,19599.162909
2289.4133,1785,19599.948025
1996.3696,1033,19601.708361
2001.3146,1095,19680.051239
2738.9624,1717,19680.331169
1990.7941,1211,19680.39818
1603.6289,873,19680.614749
2443.5063,1631,19716.463212
1997.0269,1365,19717.120497
2425.9058,1597,19779.39932
2402.747,1788,19779.489711
1601.9623,1178,19780.881092
2008.094,1037,19780.976772
1991.3645,1179,19781.347371
2143.4915,1450,19781.524301
1963.5839,1113,19782.09773
2041.7007,1472,19851.797274
2020.6332,1059,19851.897344
2436.3982,1693,19852.669102
2009.9136,1137,19852.669172
1997.5579,1129,19852.804827
1989.3146,1203,19852.880727
1999.1451,1125,19855.384521
1612.3262,925,19922.058995
2460.069,1606,19922.077302
1604.225,831,19955.632985
1598.449,969,19957.409761
1998.3291,1123,19957.482884
1585.2278,905,19957.946515
1998.528,1139,19958.117446
2045.4751,1263,20022.802634
1695.8248,1437,20022.975741
2578.7793,1947,20023.903484
1983.3684,1181,20024.266369
2003.9136,1185,20025.219789
1606.248,823,20025.725156
1952.9911,1265,20026.159314
2045.0518,1304,20026.260892
1988.0895,1149,20097.480397
1991.3667,1095,20099.302688
1617.4305,853,20099.530809
2075.1511,1295,20099.961154
2416.9934,1724,20100.188807
1999.3899,1211,20163.122051
1991.5076,1173,20163.441092
2011.3608,1125,20163.942351
1985.8228,1101,20197.342198
2409.657,1554,20198.833087
2015.3755,1147,20261.084093
1183.3622,737,20261.348006
2273.4116,1618,20261.861871
2056.523,1411,20262.89652
2000.3059,1211,20322.347825
2015.4102,1263,20322.458128
2126.5217,1503,20322.565975
2743.8113,1663,20322.621073
2837.614,1955,20323.390664
2429.4905,1859,20323.437682
2007.4102,1233,20324.954934
2014.4012,1149,20324.964901
2454.8647,1620,20325.495489
1994.6223,1223,20406.112952
2221.7144,1671,20440.000071
2011.335,1233,20440.028205
1992.8219,1185,20440.438111
2010.6646,1281,20440.754542
2002.3146,1105,20503.674362
1992.0709,1177,20504.243095
2545.3027,2000,20504.466137
1999.3059,1263,20504.790272
2008.9374,1149,20504.842039
1985.5088,1169,20504.977217
1734.9436,1287,20505.097721
1955.0859,1265,20576.911362
1999.6298,1321,20577.868686
2006.6802,1069,20578.049066
1991.802,2000,20578.479134
1593.056,1110,20579.727746
2001.3552,1127,20579.897578
1853.0504,1377,20648.2368
2530.5364,1886,20648.236869
2148.8533,1509,20684.103322
1992.8481,1167,20684.591561
1993.4562,1241,20685.773037
1796.3956,1545,20747.331136
2003.3696,1147,20747.987452
1609.9132,1074,20748.756781
2400.9277,1807,20749.249352
1594.3406,837,20749.296479
2719.601,2000,20812.300141
2918.0,2000,20813.512719
2665.898,2000,20813.779954
1574.7468,979,20814.528659
1977.8219,1295,20815.442091
2002.5756,1165,20815.770016
2399.4636,1830,20815.795907
2614.099,2000,20816.162649
1823.3019,2000,20887.59048
1989.4562,1255,20888.768407
2361.0034,2000,20922.873277
1597.0839,1092,20923.806965
2009.3667,1169,20923.877782
2022.3406,1173,20986.544112
1586.3275,1287,20987.577535
1951.0518,1165,20987.630635
2440.79,1391,20988.06892
1576.8219,991,20989.098127
1603.5756,971,20989.269341
2009.9747,1131,20989.451136
1610.3262,943,21058.882996
2018.6802,1145,21059.391534
1592.2452,951,21062.017766
2430.801,1692,21062.697401
1983.2808,1235,21062.955372
1987.3236,1169,21063.176597
2182.2812,1611,21129.546684
2434.424,1910,21129.690943
1612.4221,1225,21129.820888
1996.3752,1251,21152.455483
1973.595,1209,21211.929394
1975.1643,1133,21212.184739
2170.0723,1431,21212.611676
2426.2917,1720,21213.654225
2119.4255,1515,21214.460753
2423.4207,1597,21215.062997
1985.3262,1225,21280.062598
2399.0,2000,21281.296948
2148.1873,1385,21282.029893
1975.3088,1225,21282.474466
2193.1926,1497,21283.344121
2426.6108,1958,21284.242602
1992.3146,1281,21351.164632
2409.8213,1704,21351.479301
1980.7975,1223,21352.038009
2604.2063,2000,21385.087125
1611.0175,1383,21444.831261
2589.8882,2000,21445.004351
1597.626,1215,21446.37677
1999.3291,1243,21450.823458
2421.3936,2000,21516.859626
2409.7954,1876,21517.414654
2111.9824,1425,21519.472275
2179.7007,1987,21520.05663
2476.0667,1848,21520.282926
2010.0507,1109,21520.836705
1982.567,1453,21521.164535
2418.8213,1682,21521.600043
2744.4575,1924,21595.660751
2171.8313,1592,21597.574306
2207.2493,1495,21598.487613
2135.0908,1419,21632.928002
2431.8416,1768,21633.197288
2410.871,1606,21688.382504
1967.2886,1241,21688.956652
2443.439,1630,21689.269989
1993.3262,1167,21689.27699
1980.4036,1127,21690.36311
1579.7468,1084,21690.810499
1994.3464,1147,21690.959365
1986.5646,1145,21749.377055
2429.906,1353,21751.704981
2714.801,2000,21798.448901
2147.609,1405,21798.870344
2002.3899,1113,21800.088429
2794.0,2000,21800.168357
2443.8992,1405,21800.355236
2918.0,2000,21801.180567
2364.9836,1587,21830.950378
2435.8508,1412,21831.497069
2423.801,1562,21831.626939
1837.962,1168,21895.101666
2020.772,1352,21896.113043
2440.4934,1680,21897.464993
2018.4036,2000,21949.980851
2008.403,1779,21950.749734
2462.3508,1924,21951.469943
2111.296,1377,21952.773037
2010.8987,1175,22013.44453
2477.6907,2000,22014.329658
2000.8763,1065,22015.005193
2742.9827,1680,22015.038381
1980.4386,1241,22015.078724
2829.0544,1695,22045.639398
2801.801,2000,22108.231735
2406.801,1837,22109.545856
2794.7012,2000,22110.149005
1600.5144,1054,22110.565279
1487.6094,2000,22111.315413
2865.9019,2000,22111.884944
2929.2014,2000,22112.007729
1979.2048,1181,22112.46262
1994.3752,1119,22179.156745
2471.3306,1525,22179.945729
1586.9595,941,22180.537788
1625.6534,875,22232.704058
1996.3696,1183,22232.911081
2017.4012,1073,22233.08182
1971.6405,1261,22233.52644
2441.481,1486,22233.92503
1986.9136,1197,22235.919438
2011.416,1061,22265.470443
2506.1685,1688,22324.196925
1970.242,1339,22325.120409
2438.0107,1799,22325.296846
2003.3059,1173,22326.316206
2006.1267,1355,22326.356556
1969.1528,1285,22326.380378
2428.8416,1665,22386.437413
2454.001,2000,22387.993709
2106.3599,1249,22388.123347
2012.3899,1233,22388.179113
2008.9493,1163,22388.576455
1593.8977,1251,22388.928218
1609.4386,879,22389.463592
1989.2539,1077,22390.276766
2731.439,1831,22455.484759
1577.4003,877,22455.569494
2007.3204,1575,22456.207671
1995.5485,1023,22456.707959
2721.7793,1515,22458.782302
2011.4071,1131,22458.924609
1990.3262,1127,22458.931844
1996.3752,1253,22724.911494
1988.3494,1095,22725.727679
1989.5839,1183,22727.980554
1977.7468,1137,22728.228988
1988.5756,1107,22782.866463
1573.8729,1124,22782.91395
1975.416,1203,22783.304422
1597.3059,893,22783.994539
2036.0282,1148,22784.008934
2162.0247,1567,22784.053065
2438.165,1636,22784.486744
2442.4512,1610,22784.948453
1983.2655,1163,22847.546721
2426.8901,1752,22848.08359
1998.2886,1063,22848.429236
2562.007,1746,22849.463375
2178.2283,1592,22850.390819
1999.7379,1131,22850.747941
1801.2609,1121,22934.354153
1594.1643,811,22934.797988
1978.5756,989,22934.886046
2000.3755,1161,22936.532549
1976.248,1009,22936.665748
2337.2717,1369,22937.728148
2228.2905,2000,22937.943611
2002.3899,1069,23143.540161
1983.4562,1159,23143.902473
2446.6287,1631,23145.004192
1615.9493,885,23145.022873
2425.882,1633,23145.088188
2741.0369,1590,23201.068516
1980.5579,1087,23201.452365
2427.6404,1787,23201.635276
1996.3868,1183,23202.147962
1995.6995,1379,23203.050626
1608.3348,887,23203.128831
2444.8154,1616,23203.45364
2341.5881,1538,23203.886435
1996.3494,1161,23204.061459
2007.4363,1221,23204.376397
2005.238,1135,23282.507291
1978.386,1013,23283.715776
1732.9767,1042,23284.7846
1986.225,1183,23335.997835
2566.2585,1598,23336.1467
1981.5934,1155,23336.173041
1620.9374,909,23336.709706
1974.8582,1205,23336.771913
1999.6995,1099,23337.40902
2001.3608,1055,23337.472311
2183.452,1589,23337.507492
2894.6028,1629,23337.88445
1639.8438,1055,23405.835778
1635.696,1190,23406.451725
2166.8416,1407,23407.895165
2417.7861,1614,23408.563415
1968.4912,1299,23460.179446
2014.5485,1191,23489.560577
2637.8003,2000,23490.540113
2012.8424,1131,23492.019862
1730.3832,1122,23492.362311
1979.1586,1039,23492.421658
1999.7856,1177,23492.820781
1600.2133,939,23552.114219
1586.1467,797,23552.408616
2008.1451,1109,23552.933201
2244.6648,1415,23553.977055
1617.3752,923,23554.267924
2365.9624,1530,23555.424649
2749.0254,1585,23555.489813
1569.0428,927,23617.530318
1977.4036,1181,23618.256967
2510.5015,2000,23618.616196
3443.7007,2000,23618.772062
2003.6646,1157,23621.380773
1594.5067,803,23707.519041
1995.8401,1165,23707.944118
1974.6508,1267,23708.304253
2565.0,2000,23711.42746
1634.2258,1131,33799.383107
2052.8508,1556,33799.7377
1592.2858,925,33799.769113
1972.2452,1179,33801.121513
1603.2808,1099,33801.133001
1677.7366,1045,33801.195788
2698.398,1851,33801.225443
2718.6433,1704,33801.630804
2433.5063,1456,33802.854364
2812.7175,1774,33803.087503
2710.7302,1772,33899.187405
1984.5453,1199,33902.69621
2376.9814,1590,33974.19214
1589.9878,909,33998.608896
2431.5295,1544,33998.706256
2426.923,1507,33998.738549
2168.3801,1283,34002.112115
2438.028,1369,34002.442034
1948.3158,1220,34003.875016
2555.4153,1397,34004.725111
2425.7842,1430,34096.903803
2213.7341,1429,34098.433282
2455.1973,1907,34100.306173
1987.8983,1493,34156.324623
1594.9374,961,34156.879773
744.50256,2000,34157.96847
882.4131,2000,34158.345453
2427.413,1630,34159.364931
3098.0312,1991,34159.495868
1583.193,963,34159.987925
2391.0654,1561,34253.365222
2418.8213,1498,34254.821471
2182.7341,1483,34254.870893
1608.2279,1155,34256.450523
3163.2224,1974,34257.268137
3083.5898,1954,34337.757648
1592.2075,927,34338.810079
1980.818,1185,34339.830917
2858.0,2000,34341.55901
3276.0,2000,34413.957196
2185.7847,1561,34415.45024
2150.0347,1412,34416.184399
1720.5074,1137,34417.516665
2636.0613,1945,34417.801022
866.8135,2000,34417.855076
2204.4736,1679,34418.696314
1600.2886,903,34502.456757
1550.2053,2000,34543.805545
2505.8054,2000,34606.010668
2530.3052,1755,34606.254141
2431.947,1445,34606.382911
2531.0,2000,34607.364878
3091.0,2000,34609.372053
1626.2394,1208,34609.66538
1578.6898,1077,34609.686478
3039.0,2000,34609.937705
1990.1451,1091,34700.689917
1749.3047,1145,34701.570942
2471.2632,1806,34701.605134
2159.881,1564,34704.804732
2716.9976,2000,34778.825866
2310.998,1275,34778.873897
2853.0,2000,34831.25149
1590.1322,873,34832.716027
1988.9136,1233,34832.980747
2251.3022,2000,34833.27784
1994.1014,1403,34834.623972
1599.386,935,34911.755609
1678.3304,1297,34913.923689
1963.3291,1177,34914.2887
1582.7596,1128,34982.461124
2737.4893,1649,34982.707177
889.30115,2000,34982.822257
1734.8381,1139,34983.936722
3030.0994,2000,34984.459998
2021.701,2000,34986.961029
689.8164,2000,35071.843433
2004.3667,1227,35072.545836
2173.9133,1366,35073.487821
2445.01,1681,35073.804517
2072.0708,1379,35073.963166
1590.2278,935,35094.587763
1996.4386,1211,35094.934953
2449.7957,1847,35097.637746
2563.6328,1671,35193.669541
1758.6178,1248,35194.826643
2204.3909,1451,35197.311218
2082.3198,1471,35268.302355
1599.6969,1157,35269.688576
1402.7069,2000,35269.824982
2753.2974,1762,35270.526464
2075.1736,1327,35273.023345
2581.7659,1735,35356.331068
2183.0056,1501,35356.651827
2479.201,2000,35356.720682
1989.8734,1139,35407.42888
2735.705,1795,35407.660942
2437.228,1594,35407.957382
2426.3445,1790,35409.629209
1594.6802,947,35496.490846
2696.5,2000,35497.508962
2001.4071,1119,35499.649205
2605.421,1950,35500.757738
1606.2466,1170,35501.224261
2150.5908,2000,35581.434092
2827.9104,1845,35582.299155
1970.4386,1217,35584.609101
2027.2417,1552,35654.447821
2456.2395,1847,35654.495879
2332.391,1474,35654.841944
1996.009,1143,35654.871249
2120.5723,1603,35656.581495
2692.0,1640,35689.665324
2435.4558,1822,35761.687267
1987.937,1161,35761.987839
2004.4071,1303,35762.098254
752.80493,2000,35762.463146
1959.0049,1205,35765.258851
2914.9004,2000,35766.2862
1608.9521,1061,35837.438153
3188.4976,2000,35837.475175
1725.437,1265,35839.265423
2668.0,2000,35840.105337
2025.0187,1372,35840.677704
2216.8337,1425,35909.909343
2245.3994,2000,35911.093617
2936.0,2000,35942.383278
2374.0,2000,36005.339586
2007.5664,1135,36006.869598
1595.3696,947,36006.960487
2831.5874,1875,36007.200917
2112.7966,1742,36007.725593
1568.7815,1233,36007.741523
2391.7842,1761,36007.998514
1576.6029,973,36008.60792
2714.6016,1808,36008.796699
1211.451,771,36009.870216
2725.3994,2000,36009.928324
2434.801,1696,36110.254956
2188.9272,1329,36111.404508
749.60596,2000,36114.330218
1586.6292,1065,36179.083141
1595.92,921,36180.104119
1594.7494,969,36180.557445
2420.9653,1653,36180.674747
2115.5615,1343,36180.968631
2035.0895,1229,36267.6823
1647.9644,1141,36267.846831
2138.435,1369,36268.174739
2170.974,1625,36269.681887
1976.3204,1183,36269.691276
2155.6785,1344,36270.187045
2434.3818,1490,36271.051869
2710.84,1866,36271.662929
2010.6802,1103,36271.673528
1844.2017,2000,36352.457279
817.4043,2000,36354.157335
1985.0217,1203,36354.455695
2423.0645,1589,36419.564882
1957.0834,1225,36420.082112
1995.3204,1129,36431.150371
2210.6294,1915,36431.48051
1970.1638,1247,36432.400145
1642.9165,1817,36504.800279
1990.903,1189,36505.530018
1711.2104,2000,36506.223991
1591.1259,1211,36506.454099
2129.253,1683,36506.799527
1593.8523,909,36506.871056
2348.5952,1995,36594.752428
2708.2253,1586,36594.857729
2434.024,1755,36594.943877
2164.1995,1559,36595.789746
2166.693,1391,36595.959775
1976.1846,1167,36598.315297
1594.7457,881,36598.861923
1950.9418,1267,36673.035093
1989.0709,1093,36673.233196
2048.7954,1281,36673.951922
1709.7458,1131,36675.283809
2001.0217,1107,36675.432225
2429.7861,1496,36704.712414
2120.7144,1233,36705.151793
2395.6235,1869,36787.316308
1599.4071,957,36788.810037
2187.4998,1517,36843.879805
1989.2378,1592,36844.453413
2942.9023,2000,36844.662713
2433.7617,1689,36845.61991
1872.8187,1155,36846.239653
2719.053,1679,36846.368618
1588.559,1260,36846.554444
1619.1041,1096,36847.032915
2318.8945,2000,36931.950469
1616.816,1352,36932.041702
2436.2695,1723,36932.198272
1936.0172,1409,36933.789293
2327.584,2000,36934.520099
1586.0176,1091,36947.963227
1971.5067,1109,37026.291133
1582.1062,943,37027.899218
1977.167,1095,37027.899287
1597.8615,1231,37028.269377
2806.8,2000,37028.446517
1605.824,1241,37029.949637
1198.2178,689,37107.178984
2158.6328,1594,37107.769619
1616.2102,1302,37108.376621
2046.1859,1365,37108.686509
864.5045,2000,37108.686595
1561.2036,2000,37175.645124
1981.4036,1211,37176.185042
1592.1873,903,37176.820874
1572.741,1474,37177.582694
2239.5967,2000,37177.830373
1611.3002,831,37178.203733
2436.1992,2000,37280.761443
2706.9644,1899,37282.139659
1589.4248,953,37282.687283
1973.6416,1177,37284.23359
2431.4207,1716,37284.807433
2165.7847,1777,37352.361178
2437.0269,1749,37352.647986
1610.924,1064,37355.606355
2750.667,1460,37356.997831
2407.247,1744,37420.340784
2139.9473,1576,37420.534995
1982.937,1091,37420.568197
2432.0078,1486,37421.025334
2418.943,1529,37421.685276
2332.7046,2000,37423.086595
2852.901,2000,37423.086665
2423.5225,1800,37423.245127
1980.5067,1143,37532.239555
2048.6472,1357,37532.763987
1963.3291,1141,37533.073117
1606.0723,1282,37534.207395
2101.2556,1353,37535.368258
1961.2192,1221,37606.636726
1601.8862,907,37606.636781
2796.3887,2000,37607.979992
1994.903,1093,37608.103735
2000.9374,1037,37610.344871
2747.3647,1647,37681.768834
2142.1716,1551,37683.042601
1592.2338,943,37683.88041
1974.5487,1217,37683.889588
1971.1062,1287,37684.866268
1992.8401,1171,37684.912052
2416.744,1589,37685.681391
2362.7842,1459,37718.911059
2237.3877,2000,37806.255251
2430.943,1936,37806.806156
2166.1448,1779,37806.924052
2010.3868,1075,37807.618327
1981.199,1257,37807.991344
